10	5.4056e-06	1.38264e-05	5.3e-06	1.32669e-05
50	1.75384e-05	1.98064e-05	1.73e-05	1.93795e-05
100	0.000112977	3.56604e-05	0.0001105	3.33808e-05
200	0.000708039	0.000236584	0.0006988	0.00023529
500	0.00819301	0.000721571	0.0080255	0.000617084
700	0.0207377	0.00366534	0.0205186	0.00360553
1000	0.0521465	0.00146271	0.0517879	0.00126225
2000	0.380774	0.00917081	0.379167	0.00881751
5000	6.35101	0.267773	6.31611	0.26222
