10	6.1282e-06	1.44287e-05	1.79e-05	4.22386e-05
50	2.0115e-05	1.29297e-05	5.94e-05	3.81232e-05
100	7.77129e-05	1.89621e-05	0.0002283	5.95055e-05
200	0.000503011	6.30253e-05	0.0014283	0.000243509
500	0.00599421	0.00105731	0.0172374	0.00260866
700	0.0162383	0.00287565	0.0461312	0.00608102
1000	0.0341357	0.00853534	0.0974019	0.0217439
2000	0.196164	0.0431706	0.569444	0.109892
5000	2.52982	0.264413	7.48679	0.772561
