10	7.2087e-06	1.93375e-05	1.13e-05	2.90786e-05
50	1.47143e-05	1.44411e-05	2.9e-05	2.84644e-05
100	8.31869e-05	3.74753e-05	0.0001646	7.42402e-05
200	0.000594267	5.29903e-05	0.0010458	0.000244517
500	0.00690131	0.00160161	0.0134372	0.00291299
700	0.0181878	0.00125702	0.0356432	0.00251376
1000	0.0371857	0.00936182	0.0728445	0.0183974
2000	0.295914	0.0844528	0.579213	0.162307
5000	3.55429	0.208201	7.03494	0.385579
